PolicyNo,ClaimNo,Insured Country,Insured Name,Broker,Risk Country,Underwriter,Brokerage,Exposure,Gross Premium,Outstanding,Paid,Rate Change,Unique Market Reference,Underwriting Year,Inception Date,Expiry Date,OurShare,Distribution Channel,Class,Division,New Renewal
PL102089,CLM502089,Germany,Bryan Gregory,Aon,USA,Daniel Powell,0.04742,1226827.47,1264215.96,653847.83,285597.49,-0.3606,UMR_herGc,2001,2010-10-11 00:00:00,2024-06-24 00:00:00,0.8584,Broker,Construction,Energy and Construction,Renewal
PL102090,CLM502090,Germany,Laura Lopez,Willis,India,Daniel Powell,0.11233,1163525.33,842395.96,881592.3,401501.45,0.4125,UMR_qPDhz,2016,2014-07-03 00:00:00,2023-05-01 00:00:00,0.3737,Delegated Authority,Marine,Specialty,New
PL102091,CLM502091,UK,Bradley Murphy,Willis,USA,Daniel Powell,0.09234,413968.5,1467049.19,138441.52,706762.11,-0.4148,UMR_ohuim,2013,2018-02-15 00:00:00,2024-06-25 00:00:00,0.3365,Broker,Energy,Specialty,Renewal
PL102092,CLM502092,India,Robert Williams,Gallagher,USA,Daniel Powell,0.07193,570320.84,1309868.87,531153.38,87997.38,-0.183,UMR_hdckW,2005,2015-06-17 00:00:00,2024-09-21 00:00:00,0.1436,Broker,Construction,Specialty,New
PL102093,CLM502093,UK,Steve Gonzalez,Marsh,France,Daniel Powell,0.0854,1073248.43,107396.43,980021.18,963970.59,0.2204,UMR_SAVCD,2012,2015-12-06 00:00:00,2023-03-19 00:00:00,0.4817,Broker,Construction,Energy and Construction,New
PL102094,CLM502094,India,James Hart,Aon,USA,Daniel Powell,0.08244,1873711.92,860356.57,427194.63,710816.82,0.0377,UMR_aBDVP,1993,2013-06-21 00:00:00,2024-02-06 00:00:00,0.8254,Broker,Energy,Energy and Construction,Renewal
PL102095,CLM502095,India,David Hardin,Willis,Germany,Lauren Weber,0.11986,1635699.79,1219229.78,683545.72,487944.67,-0.4593,UMR_AkbIt,1989,2019-07-03 00:00:00,2024-03-25 00:00:00,0.2457,Delegated Authority,Construction,Specialty,Renewal
PL102096,CLM502096,India,Mark Turner,Gallagher,France,Daniel Powell,0.01719,1019977.39,529831.56,650193.06,794751.18,0.1954,UMR_EjVmS,2018,2013-11-15 00:00:00,2023-01-05 00:00:00,0.3113,Open Market,Marine,Energy and Construction,Renewal
PL102097,CLM502097,UK,Catherine Watson,Gallagher,USA,Lauren Weber,0.08543,359385.83,1217552.69,247410.03,50830.67,0.2281,UMR_AZfwE,1997,2007-06-10 00:00:00,2023-03-10 00:00:00,0.4111,Delegated Authority,Energy,Energy and Construction,Renewal
PL102098,CLM502098,Germany,Barry Price,Aon,India,Daniel Powell,0.06143,1172319.46,1260790.5,9018.08,915227.54,0.0789,UMR_HgPMe,2007,2000-03-22 00:00:00,2023-09-14 00:00:00,0.4767,Delegated Authority,Construction,Specialty,New
PL102099,CLM502099,Germany,Rebecca Harvey,Marsh,India,Daniel Powell,0.03619,1435831.67,190072.36,768963.55,204647.35,-0.4067,UMR_HOAZI,1996,2004-10-06 00:00:00,2023-04-30 00:00:00,0.6149,Open Market,Marine,Energy and Construction,New
PL102100,CLM502100,UK,Carly Downs,Marsh,USA,Lauren Weber,0.01727,1359305.54,1290370.07,808960.4,924482.14,-0.3876,UMR_AOdtg,1990,2002-03-16 00:00:00,2023-06-20 00:00:00,0.7452,Open Market,Construction,Energy and Construction,Renewal
PL102101,CLM502101,USA,William Barnes,Gallagher,France,Lauren Weber,0.11888,523478.3,337234.43,299713.47,73446.88,0.1648,UMR_MVjik,1991,2000-10-24 00:00:00,2024-06-27 00:00:00,0.1816,Open Market,Energy,Energy and Construction,New
PL102102,CLM502102,Germany,Matthew Reid,Gallagher,USA,Lauren Weber,0.09636,180941.45,1056311.18,431335.93,929700.27,-0.3239,UMR_gDGkg,1985,2019-09-01 00:00:00,2023-09-12 00:00:00,0.349,Open Market,Construction,Energy and Construction,New
PL102103,CLM502103,USA,Rebecca Smith,Gallagher,Germany,Lauren Weber,0.10798,1224021.66,732772.82,546293.98,423687.81,-0.3047,UMR_EyETv,2015,2021-12-25 00:00:00,2025-12-10 00:00:00,0.4226,Open Market,Construction,Energy and Construction,Renewal
PL102104,CLM502104,UK,Kari Wade,Marsh,France,Lauren Weber,0.03865,1701202.48,1360466.84,695661.14,792873.78,-0.048,UMR_ZtcRD,1987,2003-08-14 00:00:00,2024-08-21 00:00:00,0.7412,Broker,Construction,Specialty,Renewal
PL102105,CLM502105,India,Daniel Gallagher,Willis,India,Daniel Powell,0.10051,463621.16,441358.04,460962.83,381419.16,0.2522,UMR_SNDKN,2020,2017-01-10 00:00:00,2024-08-19 00:00:00,0.8104,Delegated Authority,Construction,Specialty,New
PL102106,CLM502106,USA,Tracy Stewart,Aon,India,Daniel Powell,0.04471,790382.2,1325643.26,887502.62,344785.94,0.3868,UMR_vZOoz,1999,2012-05-12 00:00:00,2025-01-16 00:00:00,0.9122,Delegated Authority,Energy,Energy and Construction,New
PL102107,CLM502107,USA,Jennifer Bradley,Gallagher,India,Lauren Weber,0.05784,1671086.54,278791.92,261140.85,573796.15,-0.1535,UMR_zwVEi,2000,2019-12-30 00:00:00,2025-08-09 00:00:00,0.1663,Broker,Marine,Specialty,Renewal
PL102108,CLM502108,India,Brandy Kelly,Gallagher,USA,Daniel Powell,0.11684,1967716.21,991733.76,762893.74,185032.83,0.1004,UMR_UgMPR,2015,2002-02-05 00:00:00,2023-02-09 00:00:00,0.1453,Broker,Marine,Specialty,Renewal
PL102109,CLM502109,USA,Todd Thornton,Marsh,USA,Daniel Powell,0.03465,1700372.54,1477568.51,255580.36,954746.89,0.2927,UMR_zjHWN,1986,2005-04-25 00:00:00,2024-05-06 00:00:00,0.4022,Open Market,Marine,Energy and Construction,Renewal
PL102110,CLM502110,India,Bonnie Castaneda,Aon,Germany,Lauren Weber,0.09638,1396135.59,677662.97,156776.25,351253.67,-0.3319,UMR_XiQIn,2000,2003-04-01 00:00:00,2024-04-01 00:00:00,0.1765,Delegated Authority,Energy,Energy and Construction,Renewal
PL102111,CLM502111,UK,Paul Cruz,Willis,India,Lauren Weber,0.01877,198650.05,658359.99,561403.3,652905.78,0.2813,UMR_DfHsn,2014,2019-09-07 00:00:00,2024-05-22 00:00:00,0.7234,Delegated Authority,Construction,Energy and Construction,Renewal
PL102112,CLM502112,Germany,Nicholas Stevens,Willis,France,Lauren Weber,0.08126,714031.49,1274815.96,981860.21,16435.88,-0.4074,UMR_SlmVv,1998,2010-12-17 00:00:00,2025-12-18 00:00:00,0.8243,Open Market,Construction,Specialty,New
PL102113,CLM502113,UK,Joshua Koch,Aon,France,Lauren Weber,0.09485,645828.65,1456097.92,574032.9,622728.75,0.3706,UMR_jyNuk,2006,2018-04-21 00:00:00,2025-12-01 00:00:00,0.2333,Open Market,Marine,Energy and Construction,Renewal
PL102114,CLM502114,USA,Christopher James,Marsh,India,Daniel Powell,0.02707,1338013.35,555041.13,188144.54,776035.01,0.4919,UMR_RFzub,2002,2004-09-20 00:00:00,2023-02-21 00:00:00,0.9526,Open Market,Energy,Energy and Construction,New
PL102115,CLM502115,Germany,Dillon Walton,Aon,USA,Daniel Powell,0.07614,377385.82,902709.01,138606.3,459685.87,-0.0594,UMR_VGFiP,2023,2002-10-16 00:00:00,2025-09-07 00:00:00,0.5474,Broker,Marine,Specialty,Renewal
PL102116,CLM502116,Germany,Ronald Campbell,Willis,France,Lauren Weber,0.02104,1659960.16,567466.38,627052.05,656477.75,0.0259,UMR_sfVVt,1987,2016-01-04 00:00:00,2023-12-08 00:00:00,0.5381,Open Market,Construction,Specialty,Renewal
PL102117,CLM502117,India,Casey Bell,Willis,France,Daniel Powell,0.11359,649887,1486016.32,156725.44,777741.74,-0.1547,UMR_NbwEq,2001,2011-11-03 00:00:00,2023-01-13 00:00:00,0.7062,Broker,Marine,Specialty,Renewal
PL102118,CLM502118,USA,Richard Williams,Marsh,USA,Lauren Weber,0.06627,562349.11,809857.12,539264.23,671164.34,0.337,UMR_zGhcp,1994,2004-07-30 00:00:00,2024-05-17 00:00:00,0.2606,Broker,Marine,Specialty,New
PL102119,CLM502119,Germany,Pamela Hawkins,Marsh,Germany,Daniel Powell,0.11706,1655420.3,464491.37,716574.52,449835.43,-0.1735,UMR_RhowS,2004,2012-12-23 00:00:00,2024-04-21 00:00:00,0.4588,Broker,Marine,Energy and Construction,Renewal
PL102120,CLM502120,USA,Jenna Roberts,Gallagher,Germany,Lauren Weber,0.10987,1697522.52,342581.92,601940.71,752650.16,-0.4856,UMR_tOnhG,2000,2012-07-16 00:00:00,2025-11-01 00:00:00,0.8622,Open Market,Construction,Specialty,Renewal
PL102121,CLM502121,USA,Paul Moreno,Willis,USA,Lauren Weber,0.03337,1207996.35,228116.22,629028.13,60126.18,0.1646,UMR_cLYmD,2017,2007-01-13 00:00:00,2025-03-24 00:00:00,0.7868,Delegated Authority,Marine,Energy and Construction,New
PL102122,CLM502122,USA,Alexander Lopez,Aon,USA,Daniel Powell,0.0671,834335.7,1435522.33,194887.6,841006.03,0.4542,UMR_yMqti,2010,2006-08-15 00:00:00,2025-05-25 00:00:00,0.479,Broker,Energy,Specialty,Renewal
PL102123,CLM502123,UK,Robin Fuentes,Aon,Germany,Daniel Powell,0.09548,302415.57,719294.04,909147.76,355855.28,0.4753,UMR_UhUNo,2008,2018-04-29 00:00:00,2024-06-30 00:00:00,0.8052,Delegated Authority,Construction,Energy and Construction,Renewal
PL102124,CLM502124,USA,Todd Sharp,Marsh,Germany,Daniel Powell,0.11707,1035410.88,631286.65,128519.97,556069.06,0.3315,UMR_WVMUL,2018,2021-11-12 00:00:00,2024-10-16 00:00:00,0.4278,Broker,Construction,Specialty,Renewal
PL102125,CLM502125,USA,Cindy Finley,Gallagher,Germany,Lauren Weber,0.02921,479217.98,1133140.87,635282.5,145254.2,-0.2632,UMR_qKOHz,2019,2019-08-10 00:00:00,2024-03-01 00:00:00,0.9457,Delegated Authority,Marine,Specialty,Renewal
PL102126,CLM502126,Germany,Felicia Norris,Gallagher,France,Daniel Powell,0.06153,1037469.74,1288469.6,628615.35,701325.69,0.4541,UMR_DWNHU,1996,2007-07-23 00:00:00,2023-12-23 00:00:00,0.5148,Delegated Authority,Energy,Energy and Construction,New
PL102127,CLM502127,UK,Rachel Salinas,Willis,Germany,Lauren Weber,0.05996,890166.65,806880.22,653847.31,786875.28,-0.3785,UMR_Ncerj,1988,2020-07-02 00:00:00,2024-07-03 00:00:00,0.439,Open Market,Energy,Energy and Construction,New
PL102128,CLM502128,India,Brenda Smith,Willis,USA,Daniel Powell,0.01455,130587.34,1385842.68,252122.13,444023.69,0.0009,UMR_QpiEL,2004,2005-05-17 00:00:00,2024-02-16 00:00:00,0.6046,Open Market,Marine,Energy and Construction,Renewal
PL102129,CLM502129,USA,Gregory Raymond,Aon,Germany,Daniel Powell,0.07101,1651991.75,190868.67,9220.62,545857.63,-0.0097,UMR_oiOcb,2018,2005-06-20 00:00:00,2023-05-28 00:00:00,0.276,Broker,Construction,Specialty,New
PL102130,CLM502130,India,Victor Robinson,Marsh,France,Lauren Weber,0.11159,657951,345325.69,728112.91,984458.03,0.4118,UMR_aOUsf,1997,2002-08-09 00:00:00,2024-10-18 00:00:00,0.5023,Delegated Authority,Construction,Specialty,Renewal
PL102131,CLM502131,USA,David Townsend,Willis,Germany,Lauren Weber,0.07633,290812.76,65053.91,330132.33,776413.36,-0.2273,UMR_OYfqI,1985,2019-11-19 00:00:00,2024-04-25 00:00:00,0.8854,Broker,Energy,Specialty,Renewal
PL102132,CLM502132,Germany,Phillip Jones,Aon,Germany,Daniel Powell,0.0815,1721596.15,194023.33,274548.15,310631.16,0.4716,UMR_lcxww,1997,2003-11-03 00:00:00,2024-10-08 00:00:00,0.5863,Open Market,Energy,Energy and Construction,Renewal
PL102133,CLM502133,Germany,Samuel Hall,Aon,USA,Lauren Weber,0.10194,203724.69,1280179.25,761828.75,155321.73,-0.2097,UMR_EoGjH,2003,2019-03-01 00:00:00,2025-09-04 00:00:00,0.1547,Open Market,Construction,Specialty,Renewal
PL102134,CLM502134,Germany,James Farmer,Aon,India,Lauren Weber,0.02003,282466.26,639316.95,107529.29,522351.48,-0.1685,UMR_glUzM,1990,2007-04-02 00:00:00,2023-07-12 00:00:00,0.7843,Delegated Authority,Construction,Energy and Construction,Renewal
PL102135,CLM502135,UK,Alexandria Long,Aon,India,Lauren Weber,0.04336,1813680.47,291027.85,967883.74,439564.98,0.1347,UMR_maYcl,2014,2016-08-02 00:00:00,2024-01-30 00:00:00,0.8023,Broker,Energy,Energy and Construction,New
PL102136,CLM502136,USA,Tracy Gomez,Aon,USA,Daniel Powell,0.1168,683391.57,457196.9,598446.31,987667.43,-0.3042,UMR_AQgyg,2000,2020-03-01 00:00:00,2023-08-02 00:00:00,0.2534,Delegated Authority,Energy,Specialty,Renewal
PL102137,CLM502137,USA,Katherine Holloway,Willis,USA,Daniel Powell,0.08002,181300.08,1380409.07,729179.18,348276.99,0.3789,UMR_AatRW,1992,2006-08-28 00:00:00,2024-07-01 00:00:00,0.1453,Broker,Marine,Specialty,New
PL102138,CLM502138,India,Sabrina Carroll,Gallagher,France,Lauren Weber,0.05711,866189.41,460842.83,382530.32,569846.84,0.3178,UMR_odqdN,2014,2010-08-09 00:00:00,2025-08-29 00:00:00,0.6695,Delegated Authority,Construction,Specialty,New
PL102139,CLM502139,Germany,David Adams,Marsh,USA,Daniel Powell,0.08645,912084.48,927169.66,143347.29,979121.72,0.2395,UMR_vFyXe,2009,2003-08-19 00:00:00,2025-12-13 00:00:00,0.1594,Open Market,Construction,Specialty,New
PL102140,CLM502140,India,Erik Sellers,Gallagher,Germany,Daniel Powell,0.04783,1852890.6,1366278.83,284016.06,416451.57,-0.4532,UMR_LgeUI,1986,2017-06-16 00:00:00,2023-05-26 00:00:00,0.3513,Broker,Construction,Specialty,Renewal
PL102141,CLM502141,USA,James Frey,Marsh,France,Lauren Weber,0.08948,188851.66,649299.41,355085.93,469907.05,0.418,UMR_ZNCoN,1993,2009-03-26 00:00:00,2023-02-06 00:00:00,0.793,Delegated Authority,Energy,Specialty,New
PL102142,CLM502142,USA,Kenneth Davis,Aon,USA,Lauren Weber,0.09699,1653660.23,497260.4,483271.84,948286.03,0.2644,UMR_vwPdW,1996,2012-06-19 00:00:00,2024-06-23 00:00:00,0.7341,Broker,Construction,Specialty,New
PL102143,CLM502143,India,Tina Alexander,Aon,Germany,Lauren Weber,0.09996,1213888.06,224094.05,823616.92,20703.34,0.2499,UMR_nxEyC,1985,2014-04-05 00:00:00,2023-10-10 00:00:00,0.8376,Open Market,Construction,Energy and Construction,New
PL102144,CLM502144,UK,Sean Knight,Marsh,Germany,Lauren Weber,0.08071,1223044.66,1151901.57,281779.33,480575.85,0.015,UMR_NXUuE,2010,2002-03-12 00:00:00,2023-08-31 00:00:00,0.9971,Delegated Authority,Marine,Energy and Construction,New
PL102145,CLM502145,India,Danielle Wagner,Gallagher,Germany,Lauren Weber,0.04222,1093194.46,400096.96,261239.24,270317.83,0.0614,UMR_raRkY,2020,2020-02-09 00:00:00,2023-07-10 00:00:00,0.3497,Delegated Authority,Construction,Specialty,New
PL102146,CLM502146,India,Shelley Campbell,Aon,France,Lauren Weber,0.04349,299580.05,1445551.06,398645.94,794034.26,-0.3494,UMR_SzICI,2001,2000-08-30 00:00:00,2025-10-15 00:00:00,0.843,Broker,Energy,Specialty,Renewal
PL102147,CLM502147,Germany,Edward Davis,Willis,Germany,Lauren Weber,0.11766,1733685.79,963118.55,621918.76,708194.21,-0.1027,UMR_nbczo,2021,2016-10-13 00:00:00,2024-03-19 00:00:00,0.7929,Delegated Authority,Energy,Specialty,Renewal
PL102148,CLM502148,USA,Laura Wilson DVM,Willis,USA,Daniel Powell,0.06965,1808355.85,164061.9,626608.68,113917.87,-0.3886,UMR_rSRfI,1992,2020-02-18 00:00:00,2023-11-29 00:00:00,0.8408,Broker,Construction,Energy and Construction,New
PL102149,CLM502149,UK,Steven Kim,Aon,USA,Lauren Weber,0.0479,1051892.33,998912.81,872266.86,940422.31,0.0947,UMR_KvcXD,1988,2014-12-30 00:00:00,2023-12-21 00:00:00,0.2421,Delegated Authority,Marine,Energy and Construction,Renewal
PL102150,CLM502150,India,Carolyn Robinson,Marsh,USA,Lauren Weber,0.07865,1712974.28,1469572.77,582366.33,88366.1,-0.3191,UMR_Nojyy,2011,2005-03-03 00:00:00,2023-05-07 00:00:00,0.7874,Broker,Energy,Energy and Construction,Renewal
PL102151,CLM502151,Germany,Ms. Amy Norris,Willis,France,Lauren Weber,0.02808,403399.13,354891.86,488741.76,756543.4,0.2271,UMR_turyh,1992,2015-10-25 00:00:00,2025-07-23 00:00:00,0.1991,Open Market,Marine,Energy and Construction,Renewal
PL102152,CLM502152,India,Haley Jordan,Gallagher,France,Lauren Weber,0.0498,1959991.25,238857.27,264415.3,620377.68,0.4758,UMR_wWxFT,1994,2015-01-21 00:00:00,2025-01-25 00:00:00,0.261,Broker,Construction,Specialty,Renewal
PL102153,CLM502153,UK,Joel Mendez,Marsh,USA,Daniel Powell,0.11178,742032.1,615531.46,176515.41,35928.65,0.4723,UMR_FmyTy,2009,2003-01-12 00:00:00,2025-12-15 00:00:00,0.8882,Broker,Construction,Specialty,Renewal
PL102154,CLM502154,Germany,Maria Shelton,Gallagher,France,Daniel Powell,0.07054,1089187.54,1388862.54,377852.89,466076.18,-0.4254,UMR_WaAke,1990,2004-07-27 00:00:00,2024-06-01 00:00:00,0.62,Broker,Marine,Specialty,New
PL102155,CLM502155,USA,Deborah Brown,Gallagher,France,Daniel Powell,0.06018,504545.62,655517.65,229106.83,426604.45,-0.2543,UMR_kaxlc,2002,2006-05-20 00:00:00,2025-05-20 00:00:00,0.2587,Broker,Construction,Specialty,Renewal
PL102156,CLM502156,Germany,Dawn Ellison,Aon,France,Daniel Powell,0.10348,665371.6,936466.23,764561.99,468356.33,-0.0546,UMR_NznEf,1987,2020-03-14 00:00:00,2024-02-13 00:00:00,0.2924,Delegated Authority,Energy,Energy and Construction,New
PL102157,CLM502157,UK,Mr. Paul Gibbs PhD,Gallagher,India,Daniel Powell,0.08747,311498.54,628445.7,328787.02,393728.88,0.2532,UMR_AQDtU,2009,2009-10-25 00:00:00,2024-01-09 00:00:00,0.6375,Delegated Authority,Marine,Specialty,New
PL102158,CLM502158,UK,Yolanda Martin,Aon,India,Daniel Powell,0.11107,725741.58,695045.35,365419.62,482322.57,0.1537,UMR_xMOFe,2010,2008-10-24 00:00:00,2023-04-17 00:00:00,0.5232,Broker,Marine,Energy and Construction,New
PL102159,CLM502159,Germany,Joshua Jones Jr.,Marsh,Germany,Daniel Powell,0.06811,1071313.75,297416.77,705413.75,273539.19,0.3476,UMR_myVNb,2000,2003-10-08 00:00:00,2025-05-27 00:00:00,0.1933,Open Market,Construction,Energy and Construction,Renewal
PL102160,CLM502160,USA,Sabrina Sullivan,Aon,India,Daniel Powell,0.08135,842785.95,594035.51,127060.45,556068.43,0.4971,UMR_AbLTb,2016,2000-07-28 00:00:00,2025-06-10 00:00:00,0.2317,Open Market,Marine,Energy and Construction,New
PL102161,CLM502161,India,Sonia Rogers,Willis,France,Daniel Powell,0.05179,1812216.54,409214.12,952755.05,219157.45,-0.409,UMR_hEVdZ,1996,2016-06-05 00:00:00,2023-05-31 00:00:00,0.5648,Broker,Construction,Specialty,New
PL102162,CLM502162,Germany,Linda Hughes,Aon,India,Lauren Weber,0.10627,1382549.77,578349,189972.48,585507.99,-0.264,UMR_zfQkb,2022,2003-08-29 00:00:00,2023-09-20 00:00:00,0.69,Broker,Marine,Specialty,Renewal
PL102163,CLM502163,Germany,William Brown,Marsh,India,Lauren Weber,0.0918,464086.73,1493277.48,380009.38,88268.58,-0.0778,UMR_oxSaZ,2006,2012-08-13 00:00:00,2024-11-29 00:00:00,0.309,Open Market,Construction,Energy and Construction,New
PL102164,CLM502164,India,David Brown,Marsh,USA,Lauren Weber,0.06141,1199500.49,876110.04,426404.18,110123.3,0.0778,UMR_bQoQj,1988,2003-07-25 00:00:00,2023-12-19 00:00:00,0.7919,Delegated Authority,Energy,Energy and Construction,Renewal
PL102165,CLM502165,Germany,Rebecca Dickerson,Aon,India,Lauren Weber,0.10726,778056.13,597470.54,619164.17,78950.66,0.3038,UMR_zDpVR,2010,2012-03-17 00:00:00,2025-05-18 00:00:00,0.2598,Delegated Authority,Marine,Specialty,New
PL102166,CLM502166,Germany,Brian Silva,Gallagher,India,Daniel Powell,0.09069,674263.2,1124129.42,541890.74,602229.64,-0.1746,UMR_uUrVL,1992,2002-09-06 00:00:00,2025-01-16 00:00:00,0.5461,Broker,Marine,Energy and Construction,New
PL102167,CLM502167,India,Tyler Guerrero,Aon,India,Daniel Powell,0.06817,1228598.3,1009390.17,111097.96,988720.66,-0.1816,UMR_BNlWP,2004,2018-09-30 00:00:00,2023-05-27 00:00:00,0.6354,Broker,Construction,Specialty,Renewal
PL102168,CLM502168,India,Theresa Mcdaniel,Gallagher,Germany,Daniel Powell,0.09564,529084.26,798945.76,388462.14,88587.05,-0.4393,UMR_NCTFK,1997,2000-12-14 00:00:00,2025-02-10 00:00:00,0.2202,Delegated Authority,Construction,Energy and Construction,Renewal
PL102169,CLM502169,USA,Janice Brown,Marsh,France,Daniel Powell,0.07163,492003.65,1244065.38,679440.03,377657.1,-0.2763,UMR_zRpkM,2018,2021-09-16 00:00:00,2023-07-24 00:00:00,0.2742,Delegated Authority,Energy,Specialty,Renewal
PL102170,CLM502170,USA,Nicole Gordon,Willis,USA,Daniel Powell,0.10087,1329816.8,874016.56,396092.52,384531.42,-0.1367,UMR_WHIXd,1985,2010-11-20 00:00:00,2025-10-03 00:00:00,0.1467,Delegated Authority,Construction,Specialty,New
PL102171,CLM502171,USA,Nathan Romero,Gallagher,USA,Lauren Weber,0.06166,1150822.68,1140345.7,382111.97,725920.78,-0.0053,UMR_SAgrz,2013,2000-04-07 00:00:00,2024-07-21 00:00:00,0.721,Broker,Marine,Energy and Construction,New
PL102172,CLM502172,India,Jessica Jones,Aon,Germany,Lauren Weber,0.11615,476638.24,984782.34,362063.69,483498.61,-0.0397,UMR_aQsiT,2021,2008-02-03 00:00:00,2024-05-14 00:00:00,0.6091,Open Market,Construction,Energy and Construction,Renewal
PL102173,CLM502173,USA,Kelly Lopez,Marsh,India,Lauren Weber,0.02371,1418653.88,83217.35,670033.53,211083.46,-0.4855,UMR_mRbep,2018,2002-01-04 00:00:00,2023-11-15 00:00:00,0.102,Open Market,Energy,Specialty,New
PL102174,CLM502174,USA,Timothy Adams,Marsh,USA,Lauren Weber,0.11811,1428992.28,1220877.13,328020.71,999983.23,0.3358,UMR_JnLoT,1999,2014-07-10 00:00:00,2024-01-26 00:00:00,0.1941,Delegated Authority,Construction,Energy and Construction,New
PL102175,CLM502175,Germany,Phillip Roberts,Marsh,Germany,Daniel Powell,0.10718,1770056.49,503345.38,755898.92,405215.95,-0.418,UMR_oiYFr,2005,2020-08-12 00:00:00,2025-02-26 00:00:00,0.1537,Open Market,Energy,Energy and Construction,New
PL102176,CLM502176,UK,Miguel Choi,Gallagher,India,Lauren Weber,0.05159,1402274.98,504061.35,816408.71,610461.63,0.0114,UMR_pSIOz,2002,2004-10-19 00:00:00,2023-11-11 00:00:00,0.5304,Delegated Authority,Energy,Energy and Construction,New
PL102177,CLM502177,Germany,Denise Davis,Aon,USA,Daniel Powell,0.03268,829275.43,1050652.35,684616.9,447181.97,0.3605,UMR_wrToT,2015,2008-02-01 00:00:00,2023-07-20 00:00:00,0.5088,Delegated Authority,Marine,Specialty,New
PL102178,CLM502178,UK,Eric Ramos,Aon,France,Daniel Powell,0.11688,207676.63,809656.55,550346.13,756083.87,0.3298,UMR_KvyyQ,1986,2020-02-01 00:00:00,2023-04-07 00:00:00,0.3211,Broker,Marine,Specialty,Renewal
PL102179,CLM502179,UK,Ashley Abbott,Marsh,USA,Lauren Weber,0.04309,1661354.1,841491.84,407275.86,749560.52,0.436,UMR_AHoht,1991,2021-11-18 00:00:00,2025-05-07 00:00:00,0.6197,Delegated Authority,Construction,Specialty,Renewal
PL102180,CLM502180,India,Lori Brooks,Willis,USA,Daniel Powell,0.02413,1763075.03,1022796.97,38197.01,72598.65,0.2117,UMR_Rphjn,2018,2012-10-14 00:00:00,2025-12-19 00:00:00,0.2902,Broker,Marine,Specialty,New
PL102181,CLM502181,India,Casey Howell,Gallagher,USA,Daniel Powell,0.01158,1799365.52,595748.82,47539.03,829732.17,0.439,UMR_YbUUo,1989,2008-02-08 00:00:00,2023-04-13 00:00:00,0.9914,Broker,Marine,Specialty,Renewal
PL102182,CLM502182,USA,Lauren Evans,Aon,Germany,Daniel Powell,0.02382,1953039.17,657740.19,251043.65,233486.32,-0.0851,UMR_itOUx,1985,2010-06-16 00:00:00,2024-02-22 00:00:00,0.9636,Broker,Energy,Energy and Construction,Renewal
